id,topic,argument,source_title,source_url
124,We should abandon coal mining,"According to the American Society of Civil Engineers, the Kinzua Bridge ""was a critical structure in facilitating the transport of coal from Northwestern Pennsylvania to the Eastern Great Lakes region, and is credited with causing an increase in coal mining that led to significant economic growth.""[REF] .",Kinzua Bridge,https://en.wikipedia.org/wiki/Kinzua_Bridge
125,We should abandon coal mining,"In 2007, Douglas Park residents expressed concern that coal-mining in the area would cause the collapse of either or both of these bridges, possibly resulting in many deaths [REF].","Douglas Park, New South Wales","https://en.wikipedia.org/wiki/Douglas_Park,_New_South_Wales"
126,We should abandon coal mining,"Doctors from the region have pointed out the long-term health damage to Navajos from coal mining for those who live around the mines, including asthma and lung diseases and many different types of cancer.",Water politics,https://en.wikipedia.org/wiki/Water_politics
127,We should abandon coal mining,"George Monbiot asked why he couldn't find any opposition of the CPRE to surface coal mining over the past five years, and pointed out that the negative effects that coal mines cause by removing the soil from large areas are much greater than the negative effects wind energy might have on the countryside [REF].",Campaign to Protect Rural England,https://en.wikipedia.org/wiki/Campaign_to_Protect_Rural_England
128,We should abandon coal mining,"Small mines (comprising 90% of all mines) are known to have far higher death rates, and the government of China has banned new coal mines with a high gas danger and a capacity below 300,000 tons in an effort to reduce deaths a further 20% by 2010.",Coal power in the People's Republic of China,https://en.wikipedia.org/wiki/Coal_power_in_the_People's_Republic_of_China
129,We should abandon coal mining,"In this case, the court upheld a Pennsylvania statute which limited coal mining causing damage to buildings, dwellings and cemeteries through subsidence.",Keystone Bituminous Coal Ass'n v. DeBenedictis,https://en.wikipedia.org/wiki/Keystone_Bituminous_Coal_Ass'n_v._DeBenedictis
130,We should abandon coal mining,At Moronbah North coal mine a 45 MW power station generates base load power and reduces greenhouse gas emissions [REF].,Energy in Queensland,https://en.wikipedia.org/wiki/Energy_in_Queensland
131,We should abandon coal mining,Coal mining historically provided a major force in the local economy of Northern KwaZulu Natal.,Abaqulusi Local Municipality,https://en.wikipedia.org/wiki/Abaqulusi_Local_Municipality
132,We should abandon coal mining,"In early 2007 a United States academic claimed that coal mining in the region triggered the earthquake, although earthquake activity has been present in the area at least since white settlement first occurred [REF].",1989 Newcastle earthquake,https://en.wikipedia.org/wiki/1989_Newcastle_earthquake
133,We should abandon coal mining,The report concluded that residents of coal mining regions would be best served by transitioning away from economic dependence on coal [REF].,Sierra Club,https://en.wikipedia.org/wiki/Sierra_Club
134,We should abandon coal mining,"In another such case, a group of citizens known as Coal Watch, used funding from West Coast Environmental Law, to oppose a proposed coal mine located in Baynes Sound in Vancouver Island[REF].",West Coast Environmental Law,https://en.wikipedia.org/wiki/West_Coast_Environmental_Law
135,We should abandon coal mining,"Historically, coal mining has been a very dangerous activity and the list of historical coal mining disasters is a long one.",Coal mining,https://en.wikipedia.org/wiki/Coal_mining
136,We should abandon coal mining,In addition to the environmentally and in human health respect harmful emissions of coal the coal mining was also dangerous work in Russia in 2008.,Climate change in Russia,https://en.wikipedia.org/wiki/Climate_change_in_Russia
137,We should increase gun control,"On March 9, 2007, a U.S. Appeals Court ruled the Washington, D.C. handgun ban unconstitutional [REF].",Gun violence in the United States,https://en.wikipedia.org/wiki/Gun_violence_in_the_United_States
138,We should increase gun control,"The National Rifle Association is opposed to such laws, and some groups have called for fewer gun control laws, citing cases of armed students ending shootings and halting further loss of life, and claiming that the prohibitions against carrying a gun in schools do not deter the gunmen [REF].",School shooting,https://en.wikipedia.org/wiki/School_shooting
139,We should increase gun control,"Specter strongly opposes most gun control, voting against the Brady Bill, background checks at gun shows, the ban on assault weapons, and trigger locks for handguns [REF].",Arlen Specter,https://en.wikipedia.org/wiki/Arlen_Specter
140,We should increase gun control,"Following the shootings at Columbine High School near Littleton, Colorado, Blades and Boyd launched a ""Gun Safety First"" petition to promote the ""common sense regulation of firearms,"" such as child safety standards for gun manufacturers and laws forcing gun-show operators to enact more-stringent background checks on buyers.",History of MoveOn.org,https://en.wikipedia.org/wiki/History_of_MoveOn.org
141,We should increase gun control,The court held that the city's 1976 handgun ban violates the Second Amendment right to gun ownership [REF].,District of Columbia home rule,https://en.wikipedia.org/wiki/District_of_Columbia_home_rule
142,We should increase gun control,Congresswoman Karen Bass is a very strong supporter of Gun Control.,Karen Bass,https://en.wikipedia.org/wiki/Karen_Bass
143,We should increase gun control,"Lou Dobbs is pro-choice, opposes gun control and, though he is a fiscal conservative, supports some government regulations, as revealed in a 60 Minutes interview [REF].",Lou Dobbs,https://en.wikipedia.org/wiki/Lou_Dobbs
144,We should increase gun control,Senator Shelby has supported several gun control measures put forth by Democrats including the 1991 Crime Bill S.1241[REF] sponsored by then Senator Joseph Biden that instituted a national waiting period for handgun purchases as well as a federal ban on semi-automatic firearms [REF].,Richard Shelby,https://en.wikipedia.org/wiki/Richard_Shelby
145,We should increase gun control,Musgrave strongly opposes gun control and successfully passed an amendment prohibiting the enforcement of a federal requirement to sell trigger locks with all handguns [REF].,Marilyn Musgrave,https://en.wikipedia.org/wiki/Marilyn_Musgrave
146,We should increase gun control,"Instead, Leo approaches an African American congressman with an appeal that the gun ban will save African American lives.",Five Votes Down,https://en.wikipedia.org/wiki/Five_Votes_Down
147,We should increase gun control,"On March 5, 2012, a U.S. District Judge found the Maryland Gun Law unconstitutional [REF].",Concealed carry in the United States,https://en.wikipedia.org/wiki/Concealed_carry_in_the_United_States
148,We should increase gun control,"While in the U.S. Senate, Obama has supported several gun control measures, including restricting the purchase of firearms at gun shows and the reauthorization of the Federal Assault Weapons Ban [REF].",Barack Obama social policy,https://en.wikipedia.org/wiki/Barack_Obama_social_policy
149,We should increase gun control,The organization of mayors supports gun control and is especially strong on the advocacy to abolish the Tiahrt Amendment.,Mayoralty of Gavin Newsom,https://en.wikipedia.org/wiki/Mayoralty_of_Gavin_Newsom
150,We should increase gun control,"On June 26, 2008, the Supreme Court of the United States held in District of Columbia v. Heller that the city's 1976 handgun ban violated the Second Amendment right to gun ownership [REF].","Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
